ANO;ID_HOGAR;ISLA;COMARCA;peso_h;HC001A;HUH001A;HUH002A;HUH002B;HUH002C;HUH002D;HUH002E;HUH002F;HUH002G;HVC001A;HVC006A;HVC006B;HVC006C;HVC006D;HVC006E;HVC006F;HVC006G;HVC006H;HVC006I;HVT001A;HVT002A;HVT002C;HVT003B;HVT005A;HVT006A;HVT006B;HVE003AA;HVE003BA;HVE003DA;HVE003EA;HVE003GA;HVE003HA;HVE003W;HVE003X;HVE003S;HVE003JA;HVE003KA;HVE003NA;HVE003T;HVE003U;HVE003LA;HVE003MA;HVE003RA;HVE001LB;HVE001MB;HVE001RB;HVE002A;HES001A;HES001N;HES001O;HES001Q;HES001P;HEM001A;HEM001B;HEM001C;HEM001D;HEM001E;HEM002A;HEM002B;HEM002C;HEM002D;HEM002E;HEM003A;HEM003C;HEM003B;HEE001A;HEE001B;HEE001C;HEE001D;HEE001E;HEE001M;HEE001F;HEE001G;HEE001H;HEE001I;HEE001J;HEE001K;HEE001L;HSC001A;HSC002A;HSC003A;HSS001A;HSS002A;HSS003A;HSS006A;HSS006B;HSS006C;HSS006D;HSS004M;HSS004N;HSS004O;HSS004P;HSS004A;HSS004Q;HSS004R;HSS004B;HSS004S;HSS004T;HSS004C;HSS004E;HSS004F;HSS004G;HSS004H;HSS004I;HSS005A;HSS005B;HSS005C;HSS005E;HSI001AA;HSI001AB;HSI001BA;HSI001BB;HSI001CA;HSI001CB;HSI001DA;HSI001DB;HSI001EA;HSI001EB;HSI001FA;HSI001FB;HSI002A;HSI002C;HSI003A;HSI003C;DVC005A;DVC005B;DVC005C;DVC005D;DVC008A;DCH001L;DCH001M;DCH002A;DCH002B;DCH002J;DCH002H;DCH002X;DCH002G;DCH003A;DCH004A;DCH005A;DCH006A;DCH007A;DCH007B;DCH008A;DCH009A;DCH001K;RO16MAS;RPA16MAS;RPE16MAS;SEXO;REDAD;PD003B;DFC001B;DEA005A;FAMILIA_2V;THOGAR_2V;PIT001A;PBSI;PTCI;PGI;HIPP;HIP;HBSH;HIS;HG;HI;HID;PIE;HIDM;LP;DLP;LPI;FI;PIP;PERCIR;RPERCIR
2018;1;30;33;225.04554103;3;1;-1;-1;-1;-1;-1;-1;-1;3;6;6;6;6;6;6;6;6;6;2;-1;-1;480;2;6;-1;1;1;1;1;1;6;1;1;1;6;1;1;6;1;1;1;1;3;3;1;1;2;1;1;1;1;4;4;4;1;4;-1;-1;-1;4;-1;1;1;1;8;9;7;6;8;9;8;8;9;5;8;7;5;1;6;-1;3;2500;4;1;1;1;6;6;-1;6;-1;6;6;6;6;6;-1;6;6;1;6;6;6;4;2;2;1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;6;6;6;0;0;0;2;1;1;0;0;0;2;0;0;0;0;1;2;0;0;100;0;0;6;33;1;2;1;3;5;2550;0;0;-70.83;0;2550;0;0;-70.83;2550;2620.83;1456.02;873.61;1;1;1;1;100;2;66.67
2018;2;30;33;118.54845781;2;1;-1;-1;-1;-1;-1;-1;-1;4;6;6;6;6;6;6;6;6;6;1;1;400;-1;2;6;-1;1;1;6;6;6;6;1;6;6;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;4;4;4;4;4;-1;-1;-1;-1;-1;1;1;1;10;10;10;10;10;10;10;10;10;10;10;10;10;6;1;2;3;3000;4;1;1;1;1;6;6;6;-1;6;6;6;6;6;-1;6;6;6;6;6;6;3;3;3;5;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;1;60;6;6;6;6;0;0;0;2;0;0;0;0;1;2;0;0;0;0;0;2;0;0;100;0;0;6;47;6;2;1;2;3;2000;0;0;0;0;2000;0;0;60;2000;1940;1293.33;970;1;1;1;1;100;2;100
2018;3;30;33;162.974338;3;3;6;6;6;6;1;-1;-1;2;6;6;6;6;6;6;6;6;6;1;6;-1;-1;2;6;-1;1;1;1;6;6;6;1;1;1;1;1;1;6;6;1;1;1;3;6;3;1;1;1;1;1;1;4;4;4;4;4;-1;-1;-1;-1;-1;1;1;1;10;8;9;9;10;10;10;9;10;9;7;7;9;1;6;-1;4;1800;4;1;1;1;1;-1;-1;6;-1;6;6;6;6;6;1;6;6;6;6;6;6;3;3;4;-1;1;500;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;1;400;6;6;6;6;0;2;0;3;0;0;0;0;2;0;1;2;0;0;0;1;2;2;0;33.33;66.67;6;65;2;4;3;3;7;0;3500;0;64.83;500;500;0;3500;464.83;4000;3535.17;1767.58;1178.39;1;1;1;2;12.5;2;66.67
2018;4;30;33;195.70255314;1;1;-1;-1;-1;-1;-1;-1;-1;3;6;1;6;6;6;6;6;6;6;2;-1;-1;390;2;6;-1;1;1;1;6;6;6;1;1;1;6;1;1;6;6;1;1;1;1;1;1;1;1;1;1;2;1;4;4;4;1;4;-1;-1;-1;4;-1;1;1;1;7;8;6;7;8;8;7;8;-1;3;1;3;2;6;6;-1;5;1000;6;1;1;1;1;6;-1;6;-1;6;6;6;6;6;-1;6;6;6;6;1;6;3;4;3;4;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;1;6;6;6;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;100;0;0;6;51;1;3;1;1;1;1750;0;0;0;0;1750;0;0;0;1750;1750;1750;1750;1;1;1;1;100;1;100
2018;5;30;33;367.15261556;2;1;-1;-1;-1;-1;-1;-1;-1;2;6;1;1;6;1;1;6;6;6;1;6;-1;-1;1;6;-1;1;2;2;2;2;2;1;1;2;2;1;2;2;2;1;2;1;1;-1;1;6;3;3;1;1;1;4;4;4;4;1;-1;-1;-1;-1;1;1;1;1;7;2;9;8;8;10;10;2;4;3;3;5;8;2;6;-1;2;800;1;6;1;6;6;-1;-1;1;-1;1;-1;6;6;6;6;6;6;1;1;6;6;2;1;1;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;1;1;1;6;4;0;0;2;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;50;0;1;56;4;2;2;5;10;0;530;0;0;0;0;0;530;0;530;530;353.33;265;2;2;0;2;0;2;100
2018;6;30;33;61.452246387;2;1;-1;-1;-1;-1;-1;-1;-1;3;6;6;6;6;6;6;6;6;6;1;6;-1;-1;2;6;-1;1;1;6;6;6;6;1;1;1;6;1;1;6;6;1;1;1;1;1;1;6;2;2;2;2;1;4;4;3;4;4;-1;-1;-1;-1;-1;2;1;1;7;8;7;8;8;10;10;10;8;10;-1;5;7;1;6;-1;3;900;4;6;1;1;1;-1;-1;6;-1;6;6;6;6;6;-1;6;6;6;6;6;6;3;3;3;4;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;6;6;6;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;56;2;3;5;2;3;0;754.31;0;114.17;0;0;0;754.31;114.17;754.31;640.14;426.76;320.07;2;2;0;2;0;1;50
2018;7;30;33;174.43391078;3;1;-1;-1;-1;-1;-1;-1;-1;3;6;6;6;6;6;6;6;6;6;3;-1;-1;-1;1;6;-1;1;1;1;6;1;6;1;1;1;6;1;1;6;6;1;1;1;2;1;2;6;2;1;1;1;1;3;3;3;3;3;-1;-1;-1;-1;-1;4;1;3;8;8;7;8;10;8;8;4;6;5;3;6;8;1;6;-1;3;2400;4;1;1;1;1;-1;-1;6;6;6;1;6;6;6;-1;6;6;1;6;6;6;2;2;3;4;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;6;6;6;0;0;1;2;1;1;0;0;1;2;0;0;0;0;0;2;0;0;100;0;0;6;29;1;4;1;3;5;2200;100;0;0;0;2200;0;100;0;2300;2300;1277.78;766.67;1;1;1;1;95.65;2;66.67
2018;8;30;33;121.83412215;1;3;6;6;6;6;1;-1;-1;2;6;1;6;6;6;1;6;1;6;1;6;-1;-1;2;6;-1;1;6;1;6;6;6;1;6;6;6;1;6;1;6;6;6;6;-1;-1;-1;6;1;1;1;1;1;4;4;4;4;4;-1;-1;-1;-1;-1;2;1;1;6;6;4;7;5;7;7;8;-1;8;7;6;4;2;6;-1;4;1000;4;1;1;1;1;-1;-1;6;-1;6;-1;6;6;6;-1;6;6;6;6;6;6;3;3;3;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;1;6;1;1;3;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;100;6;80;3;2;3;1;2;0;850;0;0;0;0;0;850;0;850;850;850;850;1;1;1;2;0;1;100
2018;9;30;33;303.2150458;4;1;-1;-1;-1;-1;-1;-1;-1;3;6;6;6;6;6;1;1;1;6;2;-1;-1;500;1;6;-1;1;1;6;1;6;6;1;1;6;6;6;1;6;6;1;1;1;2;3;1;6;2;2;1;2;1;4;4;4;4;4;-1;-1;-1;-1;-1;4;4;1;8;8;7;9;7;8;8;8;9;6;6;7;-1;1;1;2;2;3200;3;1;1;1;1;6;6;6;-1;6;6;6;6;6;-1;6;6;1;6;6;6;2;4;4;2;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;6;1;1;3;0;0;2;2;2;0;0;0;2;0;0;0;0;2;2;0;0;100;0;0;6;34;1;4;1;3;6;1200;0;0;-16.67;0;1200;0;0;-16.67;1200;1216.67;579.37;304.17;2;2;0;1;100;1;25
2018;10;30;33;227.02426444;3;1;-1;-1;-1;-1;-1;-1;-1;4;1;6;6;6;6;6;6;6;6;1;1;360;-1;2;6;-1;1;1;1;1;1;6;1;1;1;6;1;1;6;1;1;1;1;2;3;2;6;2;1;1;1;1;4;4;4;4;1;-1;-1;-1;-1;4;1;1;1;6;9;6;6;6;9;9;5;6;6;7;5;8;1;1;2;4;1800;4;1;1;1;1;6;6;6;6;6;6;6;6;6;-1;6;6;6;6;6;6;4;5;5;3;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;1;6;6;6;1;0;1;2;1;1;0;0;0;2;0;0;0;0;0;2;0;0;100;0;0;1;36;2;3;1;3;5;2800;100;0;-75;0;2800;0;100;-75;2900;2975;1652.78;991.67;1;1;1;1;96.55;2;66.67
2018;11;30;33;121.83412215;1;1;-1;-1;-1;-1;-1;-1;-1;3;6;6;6;6;6;6;6;1;6;2;-1;-1;400;2;6;-1;1;1;6;6;1;6;1;1;6;6;1;1;6;6;1;1;1;1;1;1;1;2;3;1;1;1;4;4;4;1;4;-1;-1;-1;4;-1;4;4;4;8;8;8;7;7;8;10;10;8;8;6;5;6;1;1;2;4;450;4;1;1;1;6;6;6;6;-1;6;-1;6;6;6;-1;6;6;1;6;6;6;3;3;3;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;6;6;1;1;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;100;6;76;5;4;3;1;2;0;1400;0;0;0;0;0;1400;0;1400;1400;1400;1400;1;1;1;2;0;1;100
2018;12;30;33;138.29537276;1;2;1;1;1;1;1;-1;-1;3;6;6;6;6;6;6;6;6;6;1;6;-1;-1;3;6;-1;1;6;6;6;6;6;1;6;1;6;6;6;6;6;1;6;6;1;-1;-1;6;1;1;1;1;1;4;4;4;1;4;-1;-1;-1;4;-1;1;1;1;9;9;9;9;9;9;9;9;9;9;9;-1;9;6;6;-1;4;-9;5;6;1;1;1;-1;-1;6;-1;6;-1;6;6;6;-1;6;6;6;6;6;6;4;4;3;3;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;6;6;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;6;56;3;3;5;1;1;0;400;0;0;0;0;0;400;0;400;400;400;400;2;2;0;2;0;1;100
2018;13;30;33;347.03223094;2;1;-1;-1;-1;-1;-1;-1;-1;3;6;6;6;6;6;6;6;6;6;3;-1;-1;-1;3;6;-1;1;6;6;6;6;6;1;6;1;6;6;1;6;6;1;6;6;2;-1;-1;6;1;1;1;1;1;4;4;4;1;4;-1;-1;-1;4;-1;1;1;1;9;9;9;9;9;9;9;9;9;9;9;-1;9;6;6;-1;4;-9;5;6;1;1;1;-1;-1;6;-1;6;-1;6;6;6;-1;-9;6;6;6;6;6;3;4;4;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;6;6;6;0;2;0;2;0;0;0;0;0;0;0;2;0;0;0;0;2;2;0;0;100;1;74;2;2;3;2;4;0;40;8.33;0;0;0;0;48.33;0;48.33;48.33;32.22;24.17;2;3;0;2;0;2;100
2018;14;30;33;228.23695314;1;1;-1;-1;-1;-1;-1;-1;-1;3;6;6;6;6;6;6;6;6;6;1;1;433;-1;3;6;-1;1;1;1;6;1;1;1;1;1;1;1;1;6;1;1;1;1;1;2;2;1;2;1;1;1;1;4;1;4;4;4;-1;3;-1;-1;-1;1;2;1;10;10;10;10;10;5;5;10;10;10;10;2;10;2;6;-1;4;1500;4;1;1;1;1;6;-1;6;-1;6;-1;6;6;6;-1;6;6;6;6;6;6;4;4;5;-1;1;500;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;1;300;6;6;6;6;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;100;1;65;3;4;3;1;2;0;2100;0;0;500;500;0;2100;300;2600;2300;2300;2300;1;1;1;2;19.23;1;100
2018;15;30;33;137.56577223;2;1;-1;-1;-1;-1;-1;-1;-1;2;6;6;6;6;6;6;6;6;6;3;-1;-1;-1;2;6;-1;1;6;6;6;6;6;1;1;6;6;6;1;6;6;1;6;1;2;-1;1;6;2;2;1;1;1;4;4;4;4;4;-1;-1;-1;-1;-1;1;1;1;6;6;6;5;8;10;10;7;5;5;-1;0;3;2;6;-1;2;900;3;6;1;6;6;-1;-1;6;-1;1;-1;6;6;6;-1;6;6;1;1;6;6;2;2;2;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;6;6;6;0;0;0;1;1;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;49;1;2;5;5;8;0;325;0;0;0;0;0;325;0;325;325;250;162.5;2;3;0;2;0;1;50
2018;16;30;33;159.29877688;2;1;-1;-1;-1;-1;-1;-1;-1;2;6;6;6;6;6;6;6;6;6;1;6;-1;-1;2;6;-1;1;6;1;6;6;6;1;1;1;6;1;1;1;1;1;1;1;2;2;1;6;2;3;1;2;1;4;4;4;4;4;-1;-1;-1;-1;-1;2;1;1;7;5;8;8;8;8;8;8;6;8;9;5;8;6;6;-1;4;700;4;1;1;1;1;-1;-1;6;-1;6;-1;6;6;6;6;6;6;6;6;6;6;4;5;5;4;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;6;6;6;0;0;0;2;0;0;1;0;1;1;0;0;0;0;0;1;0;0;50;0;0;6;60;3;3;1;4;9;450;500;0;-9.03;0;450;0;500;-9.03;950;959.03;639.35;479.51;1;1;1;2;47.37;1;50
2018;17;30;33;221.45949666;2;1;-1;-1;-1;-1;-1;-1;-1;2;6;6;6;6;6;1;6;6;6;1;1;450;-1;1;6;-1;1;1;6;6;6;6;1;1;1;1;1;1;1;6;1;1;1;2;1;2;6;3;1;1;1;1;4;4;4;4;4;-1;-1;-1;-1;-1;1;1;1;6;5;7;7;7;8;8;8;5;6;5;10;5;1;6;-1;2;2000;3;1;6;6;1;6;-1;6;-1;1;6;6;6;1;-1;6;6;1;6;6;1;3;4;5;3;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;6;1;6;1;0;0;2;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;50;0;6;41;2;3;2;2;3;0;600;0;-58.33;0;0;0;600;-58.33;600;658.33;438.89;329.17;2;2;0;2;0;1;50
2018;18;30;33;104.49865493;2;1;-1;-1;-1;-1;-1;-1;-1;2;1;6;6;6;6;6;6;6;6;1;1;370;-1;1;6;-1;1;1;1;1;1;1;1;1;1;6;1;1;1;1;1;1;1;2;5;2;6;1;1;1;1;1;4;4;4;4;-9;-1;-1;-1;-1;-1;1;1;1;10;10;10;10;10;10;8;10;10;10;10;10;10;6;6;-1;4;-9;3;1;1;1;1;6;-1;6;-1;6;6;6;6;6;6;6;6;6;6;6;6;3;4;4;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;1;6;6;6;1;0;0;2;0;0;0;0;1;1;0;0;0;0;0;1;1;0;50;0;0;6;58;1;2;5;4;9;1378.31;390.75;0;0;0;1378.31;0;390.75;0;1769.06;1769.06;1179.37;884.53;1;1;1;1;77.91;2;100
2018;19;30;33;34.982110912;5;1;-1;-1;-1;-1;-1;-1;-1;2;6;6;6;6;6;6;6;6;6;1;6;-1;-1;1;-9;-1;1;1;6;1;6;6;1;1;1;6;1;1;1;1;1;1;1;5;1;2;6;2;2;1;2;-9;4;4;4;1;2;-1;-1;-1;4;-1;5;1;1;8;7;9;9;9;9;9;9;7;6;9;6;7;1;6;-1;3;2000;4;1;1;1;1;-1;-1;6;6;6;6;6;-9;6;-1;-9;6;1;6;6;6;3;2;3;-1;6;-1;6;-1;6;-1;6;-1;6;-1;1;100;6;-1;6;-1;6;6;6;6;0;0;0;5;0;1;0;0;1;3;0;0;0;1;1;3;1;0;75;0;0;1;51;2;3;1;3;6;2550;0;0;58.33;0;2550;100;100;58.33;2650;2591.67;863.89;518.33;1;1;1;1;96.23;3;60
2018;20;30;33;130.6418367;4;1;-1;-1;-1;-1;-1;-1;-1;2;6;6;6;6;6;1;6;6;6;1;1;300;-1;2;6;-1;1;1;1;1;1;1;1;1;1;6;1;1;1;6;1;1;1;4;3;2;6;3;1;1;1;1;4;4;4;4;4;-1;-1;-1;-1;-1;1;1;1;7;5;4;7;3;7;5;6;7;4;7;0;7;1;1;2;3;2000;4;1;1;1;1;6;6;6;-1;-9;6;6;6;6;6;-9;6;6;-9;6;6;5;4;4;4;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;6;1;6;1;0;0;4;0;1;0;0;0;1;0;0;0;1;1;1;2;0;33.33;0;0;1;46;2;4;1;3;6;2250;0;0;-83.33;0;2250;0;0;-83.33;2250;2333.33;933.33;583.33;1;1;1;1;100;1;25
2018;21;30;33;386.72989732;3;1;-1;-1;-1;-1;-1;-1;-1;2;6;6;6;6;6;1;6;6;6;3;-1;-1;-1;1;6;-1;1;2;6;2;1;1;1;6;6;6;6;1;6;6;1;1;1;3;1;1;6;2;3;1;3;1;4;4;4;3;4;-1;-1;-1;-1;-1;1;1;1;8;5;7;8;9;9;9;7;7;4;7;6;8;1;6;-1;1;1100;1;6;6;6;6;-1;-1;1;-1;6;6;6;6;6;-1;6;6;1;1;1;1;2;2;1;2;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;6;1;6;1;0;0;3;0;0;1;0;0;0;1;0;0;0;0;1;2;0;0;33.33;0;1;51;6;2;2;3;7;0;360;0;0;0;0;0;360;0;360;360;180;120;2;3;0;2;0;1;33.33
2018;22;30;33;34.982110912;3;1;-1;-1;-1;-1;-1;-1;-1;2;6;6;6;6;6;6;6;6;6;1;6;-1;-1;1;6;-1;1;6;1;6;6;6;1;1;6;6;1;6;1;6;1;6;6;1;-1;-1;6;1;1;1;1;1;4;4;4;4;4;-1;-1;-1;-1;-1;1;1;1;8;7;6;9;9;8;10;10;8;7;8;7;5;2;6;-1;4;1500;4;6;1;1;1;-1;-1;6;-1;6;6;6;6;6;6;6;6;6;6;6;6;3;2;1;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;6;6;6;0;1;0;3;0;0;0;1;0;0;0;1;0;0;0;0;3;1;0;0;33.33;6;65;3;1;3;4;9;0;611.66;0;0;0;0;0;611.66;0;611.66;611.66;305.83;203.89;2;2;0;2;0;1;33.33
2018;23;30;33;205.38812916;2;1;-1;-1;-1;-1;-1;-1;-1;2;6;6;6;6;6;6;6;6;6;1;1;360;-1;2;6;-1;1;1;1;1;6;6;1;1;1;6;6;1;6;1;1;1;1;2;1;2;6;1;1;1;1;1;4;4;4;-9;4;-1;-1;-1;-1;-1;1;1;1;5;0;10;10;10;10;10;10;10;10;10;10;10;1;1;2;3;1300;3;1;1;1;6;1;1;1;-1;6;6;1;6;6;6;6;6;6;6;6;6;2;2;2;2;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;6;6;6;0;0;0;2;0;0;0;0;0;1;0;0;0;1;0;1;1;0;50;0;0;1;50;5;2;1;5;8;1170;0;0;0;0;1170;0;0;0;1170;1170;780;585;1;1;1;1;100;1;50
2018;24;30;33;179.99241312;3;1;-1;-1;-1;-1;-1;-1;-1;2;1;1;6;6;6;6;6;6;6;2;-1;-1;300;1;6;-1;1;1;1;1;1;1;1;1;1;6;1;1;1;1;1;1;1;3;2;1;6;2;3;1;2;1;4;4;4;4;4;-1;-1;-1;-1;-1;1;1;1;5;10;4;5;5;10;10;7;10;6;9;0;0;1;1;2;3;3000;4;1;1;1;1;6;6;6;6;6;1;6;1;6;-1;6;6;6;6;6;6;4;2;2;2;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;1;300;1;6;6;6;2;0;0;2;1;1;0;0;0;2;0;0;0;0;1;2;0;0;100;0;0;6;36;2;4;1;3;5;2200;0;0;0;0;2200;0;0;300;2200;1900;1055.56;633.33;1;1;1;1;100;2;66.67
2018;25;30;33;34.982110912;3;1;-1;-1;-1;-1;-1;-1;-1;3;6;6;6;6;6;6;6;6;6;1;1;300;-1;1;6;-1;1;6;6;6;6;1;1;1;1;6;1;1;1;6;1;1;6;1;1;-1;6;1;1;1;1;1;2;4;4;2;4;-1;-1;-1;-1;-1;1;1;1;10;10;10;10;10;10;10;10;10;10;10;9;10;6;6;-1;3;1000;3;1;1;1;6;1;-1;1;1;6;6;6;6;6;6;1;1;1;6;1;6;2;3;4;4;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;6;6;6;0;0;2;1;2;2;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;6;24;5;2;5;4;8;0;641.5;0;-4.17;0;0;0;641.5;-4.17;641.5;645.67;403.54;215.22;2;2;0;2;0;1;33.33
2018;26;30;33;37.449400167;3;1;-1;-1;-1;-1;-1;-1;-1;2;6;6;6;6;6;6;6;6;6;1;1;650;-1;1;6;-1;1;6;1;1;6;6;1;6;1;6;1;1;6;1;1;1;1;3;1;1;6;2;2;1;1;1;4;4;4;4;4;-1;-1;-1;-1;-1;3;1;1;7;6;6;8;8;7;8;7;8;8;8;8;8;6;6;-1;1;1500;1;6;6;6;6;1;-1;1;-1;1;6;6;6;6;1;6;6;1;1;1;6;2;4;4;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;6;6;6;0;0;0;3;0;0;2;0;0;1;0;1;0;1;0;1;2;1;33.33;0;33.33;1;57;2;2;1;3;5;2000;700;0;0;0;2000;0;700;0;2700;2700;1350;900;1;1;1;1;74.07;2;66.67
2018;27;30;33;602.36951597;3;1;-1;-1;-1;-1;-1;-1;-1;2;6;6;6;6;6;6;6;6;6;1;1;400;-1;1;6;-1;1;6;1;6;6;6;1;1;1;6;1;1;1;6;1;1;1;3;1;2;6;1;1;1;1;1;3;3;3;1;-9;-1;-1;-1;4;-1;1;1;1;8;7;5;7;7;8;8;9;4;3;8;7;5;6;6;-1;4;1500;4;6;6;6;6;6;-1;6;-1;1;6;6;6;1;1;6;6;1;6;6;6;3;2;1;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;6;6;6;0;0;0;3;0;0;0;1;0;1;2;0;0;0;0;3;0;0;33.33;66.67;0;6;53;2;2;1;3;7;700;1000;0;-16.25;0;700;0;1000;-16.25;1700;1716.25;858.13;572.08;1;1;1;2;41.18;3;100
2018;28;30;33;133.31281449;4;1;-1;-1;-1;-1;-1;-1;-1;2;6;6;6;6;6;6;6;6;6;1;1;1200;-1;1;6;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;1;1;1;4;4;3;1;1;1;1;1;1;4;4;4;4;4;-1;-1;-1;-1;-1;1;2;1;10;7;7;10;10;10;10;10;10;10;8;10;10;1;6;-1;4;3000;4;1;1;1;1;6;-1;6;-1;6;6;6;6;6;6;6;6;6;6;6;6;3;3;3;3;1;516.66;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;6;6;6;0;0;0;4;0;0;0;0;2;2;0;0;0;2;0;2;2;0;50;0;0;1;57;2;4;1;3;6;3800;0;0;0;516.66;4316.66;0;0;0;4316.66;4316.66;1726.66;1079.17;1;1;1;1;100;2;50
2018;29;30;33;227.18158976;2;1;-1;-1;-1;-1;-1;-1;-1;2;6;6;6;6;6;6;6;6;6;1;1;430;-1;3;6;-1;1;1;6;6;6;6;1;1;1;6;1;1;6;6;1;1;1;2;1;2;6;1;1;1;1;1;3;4;4;4;-9;-1;-1;-1;-1;-1;1;1;1;10;9;9;9;9;8;9;-9;10;10;10;9;5;1;6;-1;4;1000;4;1;1;1;6;6;-1;6;-1;6;6;6;6;6;-1;6;6;6;6;-9;6;4;3;3;3;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;6;6;6;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2;0;0;100;0;0;6;39;6;2;1;2;3;2000;0;0;0;0;2000;0;0;0;2000;2000;1333.33;1000;1;1;1;1;100;2;100
2018;30;30;33;155.49611401;3;1;-1;-1;-1;-1;-1;-1;-1;2;6;6;6;6;6;1;6;6;6;1;1;300;-1;1;6;-1;1;1;6;1;1;6;1;1;1;1;1;1;1;6;1;1;1;2;1;2;6;2;1;1;1;1;4;4;4;4;4;-1;-1;-1;-1;-1;3;3;5;7;0;2;5;9;8;6;10;7;0;0;10;2;6;-9;-1;3;3000;4;1;1;6;1;6;-1;6;6;6;6;6;6;6;-1;6;1;1;6;6;6;3;3;3;2;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;6;1;6;1;0;0;2;1;1;0;0;1;2;0;0;0;0;1;2;0;0;100;0;0;1;46;2;4;1;3;5;3100;0;0;-58.33;0;3100;0;0;-58.33;3100;3158.33;1754.63;1052.78;1;1;1;1;100;2;66.67
2018;31;30;33;156.29892126;3;1;-1;-1;-1;-1;-1;-1;-1;2;6;6;6;6;6;6;6;6;6;1;1;260;-1;1;6;-1;1;1;6;6;6;6;1;1;6;6;1;1;1;6;1;1;1;3;1;2;6;2;2;1;1;1;4;4;4;4;4;-1;-1;-1;-1;-1;1;1;1;10;6;10;10;10;10;10;10;10;10;10;10;10;6;6;-1;1;1500;4;6;1;1;1;6;-1;6;-1;6;6;6;6;6;6;6;1;1;1;6;6;-9;-9;-9;-9;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;-1;6;6;6;6;0;0;0;3;0;0;0;0;0;2;1;0;0;0;0;3;0;0;66.67;33.33;0;1;47;2;2;1;3;7;1879;0;0;0;0;1879;0;0;0;1879;1879;939.5;626.33;1;1;1;1;100;2;66.67
